,label,component
18,特規 SFX SFX-L 電源供應器,"華碩 ROG LOKI 850W 雙8/白金/ATX3.0(PCIe 5.0)/ARGB風扇/10年保【SFX-L規格】, $6990 ◆ ★"
19,特規 SFX SFX-L 電源供應器,"華碩 ROG LOKI 850W 白色版 雙8/白金/ATX3.0(PCIe 5.0)/ARGB/10年保【SFX-L規格】, $7490 ◆ ★"
20,特規 SFX SFX-L 電源供應器,"華碩 ROG LOKI 1000W 雙8/白金/ATX3.0(PCIe 5.0)/ARGB風扇/10年保【SFX-L規格】, $8490 ◆ ★"
21,特規 SFX SFX-L 電源供應器,"華碩 ROG LOKI 1200W 雙8/鈦金/ATX3.1(PCIe 5.0)/ARGB風扇/10年保【SFX-L規格】, $9990 ◆ ★"
22,特規 SFX SFX-L 電源供應器,"Apexgaming KR-750M(750W) 雙8/白金/全模/ATX3.0(PCIe 5.0)/全日系/10年【SFX】, $3990 ◆ ★"
23,特規 SFX SFX-L 電源供應器,"Apexgaming KR-850MW(850W) 白色 雙8/白金/全模/ATX3.0(PCIe 5.0)/10年【SFX】, $4490 ◆ ★"
24,特規 SFX SFX-L 電源供應器,"全漢 金鋼彈 650W 雙8/金牌/全模/全日系/DC-DC/10年保固【SFX規格】, $2890 ◆ ★"
25,特規 SFX SFX-L 電源供應器,"全漢 金鋼彈 750W ATX3.0(PCIe 5.0) 雙8/金牌/全模/主日系/10年保【SFX規格】, $3690 ◆ ★"
26,特規 SFX SFX-L 電源供應器,"全漢 金鋼彈 850W ATX3.0(PCIe 5.0) 雙8/金牌/全模/主日系/10年保【SFX規格】, $4590 ◆ ★"
27,特規 SFX SFX-L 電源供應器,"全漢 金鋼彈 850W ATX3.0(PCIe 5.0) 白色/雙8/金牌/全模/主日系/10年保【SFX規格】, $4690 ◆ ★"
28,特規 SFX SFX-L 電源供應器,"銀欣 300W 銅牌/5年保 (ST30SF.V2.0)【SFX規格】, $1790 ◆ ★"
29,特規 SFX SFX-L 電源供應器,"銀欣 450W 銅牌/5年保 (ST45SF.V3.0)【SFX規格】, $2390 ◆ ★"
30,特規 SFX SFX-L 電源供應器,"銀欣 SX700-G(700W) 雙8/金牌/全模組/全日系/5年保【SFX規格】, $3990 ◆ ★"
31,特規 SFX SFX-L 電源供應器,"酷碼 V SFX GOLD 850W ATX3.1 黑色 雙8/金牌/全模組(PCIe 5.1)/10年【SFX規格】, $4890 ◆ ★"
32,特規 SFX SFX-L 電源供應器,"酷碼 V SFX GOLD 850W ATX3.1 白色 雙8/金牌/全模組(PCIe 5.1)/10年【SFX規格】, $4890 ◆ ★"
33,華碩 ASUS【0800到府收送】,"華碩 PRIME 550W 銅牌/直出線/雙滾珠風扇/壓紋線材/6年保, $1990 ◆ ★"
34,華碩 ASUS【0800到府收送】,"華碩 PRIME 650W 銅牌/直出線/雙滾珠風扇/壓紋線材/6年保, $2190 ◆ ★"
35,華碩 ASUS【0800到府收送】,"華碩 PRIME 750W 雙8/銅牌/直出線/雙滾珠風扇/壓紋線材/6年保, $2590 ◆ ★"
36,華碩 ASUS【0800到府收送】,"華碩 PRIME 750W Gold 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/雙滾珠風扇/8年保, $3290 ◆ ★"
37,華碩 ASUS【0800到府收送】,"華碩 PRIME 850W Gold 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/雙滾珠風扇/8年保, $3690 ◆ ★"
38,華碩 ASUS【0800到府收送】,"華碩 TUF GAMING 550W 銅牌/直出線/雙滾珠風扇/智慧停轉/防潮塗層/6年保▼下殺到 5/31 21:00, $2190↘$1990 ◆ ★"
39,華碩 ASUS【0800到府收送】,"華碩 TUF GAMING 650W 銅牌/直出線/雙滾珠風扇/智慧停轉/防潮塗層/6年保, $2490 ◆ ★"
40,華碩 ASUS【0800到府收送】,"華碩 TUF GAMING 750W 雙8/銅牌/直出線/雙滾珠風扇/智慧停轉/防潮塗層/6年保, $2790 ◆ ★"
41,華碩 ASUS【0800到府收送】,"華碩 TUF GAMING 750W Gold 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/防潮塗層/10年保, $3790 ◆ ★"
42,華碩 ASUS【0800到府收送】,"華碩 TUF GAMING 850W Gold 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/防潮塗層/10年保, $4290 ◆ ★"
43,華碩 ASUS【0800到府收送】,"華碩 TUF GAMING 1000W Gold 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/防潮塗層/10年保, $5290 ◆ ★"
44,華碩 ASUS【0800到府收送】,"華碩 TUF GAMING 1000W Gold 白色版 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/10年保, $5390 ◆ ★"
45,華碩 ASUS【0800到府收送】,"華碩 TUF GAMING 1200W Gold 雙8/金牌/全模組/ATX3.0(雙PCIe 5.0)/防潮塗層/10年保, $5990 ◆ ★"
46,華碩 ASUS【0800到府收送】,"華碩 ROG STRIX 750W AURA 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/10年保 原價$5790, $3990 ◆ ★ 熱賣"
47,華碩 ASUS【0800到府收送】,"華碩 ROG STRIX 850W AURA 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/10年保 原價$6290, $4490 ◆ ★ 熱賣"
48,華碩 ASUS【0800到府收送】,"華碩 ROG STRIX 850W 雙8/白金/全模組/ATX3.1(PCIe 5.1)/智慧停轉/10年保, $5990 ◆ ★"
49,華碩 ASUS【0800到府收送】,"華碩 ROG STRIX 1000W 雙8/白金/全模組/ATX3.1(PCIe 5.1)/智慧停轉/10年保, $6990 ◆ ★"
50,華碩 ASUS【0800到府收送】,"華碩 ROG STRIX 1000W 白色版 雙8/白金/全模組/ATX3.1(PCIe 5.1)/智慧停轉/10年保, $7390 ◆ ★"
51,華碩 ASUS【0800到府收送】,"華碩 ROG STRIX 1200W 雙8/白金/全模組/ATX3.1(PCIe 5.1)/智慧停轉/10年保, $7990 ◆ ★"
52,華碩 ASUS【0800到府收送】,"華碩 ROG THOR III 1000W 雙8/白金/全模組/OLED監控/ATX3.1(PCIe 5.1)/10年保, $12490 ◆ ★"
53,華碩 ASUS【0800到府收送】,"華碩 ROG THOR III 1600W 雙8/鈦金/全模組/OLED監控/ATX3.1(雙PCIe 5.1)/10年保, $23990 ◆ ★"
54,振華 Super Flower,"振華 BRONZE KING II 400W/銅牌/5年保, $1250 ◆ ★"
55,振華 Super Flower,"振華 BRONZE KING II PLUS 650W 雙8/銅牌/5年保, $1790 ◆ ★"
56,振華 Super Flower,"振華 LEADEX III 750W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保, $3090 ◆ ★"
57,振華 Super Flower,"振華 LEADEX III 850W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保, $3490 ◆ ★"
58,振華 Super Flower,"振華 LEADEX III 1000W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/主日系/智慧停轉/10年保, $4490 ◆ ★"
59,振華 Super Flower,"振華 COMBAT SG 550W 金牌/半模/ATX3.1/主日系/FDB風扇/7年保, $2190 ◆ ★"
60,振華 Super Flower,"振華 COMBAT SG 850W 雙8/金牌/半模/ATX3.1(PCIe 5.1)/主日系/FDB風扇/7年保, $2990 ◆ ★"
61,振華 Super Flower,"振華 COMBAT FG 650W 黑色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保, $2690 ◆ ★"
62,振華 Super Flower,"振華 COMBAT FG 650W 白色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保, $2790 ◆ ★"
63,振華 Super Flower,"振華 COMBAT FG 750W 白色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保, $3190 ◆ ★"
64,振華 Super Flower,"振華 COMBAT FG 850W 白色 雙8/金牌/全模/ATX3.1(PCIe 5.0)/全日系/10年保, $3590 ◆ ★"
65,振華 Super Flower,"振華 LEADEX VII 1300W 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/智慧停轉/10年保, $6690 ◆ ★"
66,振華 Super Flower,"振華 LEADEX VII 1300W 白色 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/智慧停轉/10年, $6890 ◆ ★"
67,振華 Super Flower,"振華 LEADEX VII PRO 850W 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保, $4390 ◆ ★ 熱賣"
68,振華 Super Flower,"振華 LEADEX VII PRO 850W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保, $4590 ◆ ★ 熱賣"
69,振華 Super Flower,"振華 LEADEX VII PRO 1000W 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保, $4990 ◆ ★"
70,振華 Super Flower,"振華 LEADEX VII PRO 1000W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保, $5190 ◆ ★"
71,振華 Super Flower,"振華 LEADEX VII PRO 1200W 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保, $6990 ◆ ★"
72,振華 Super Flower,"振華 LEADEX VII PRO 1200W 白色 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年保, $7190 ◆ ★"
73,海韻 Seasonic,"海韻 S12III-500W 銅牌/智慧溫控風扇/5年保, $1550 ◆ ★"
74,海韻 Seasonic,"海韻 S12III-550W 銅牌/智慧溫控風扇/5年保, $1750 ◆ ★"
75,海韻 Seasonic,"海韻 S12III-650W 銅牌/智慧溫控風扇/5年保, $1950 ◆ ★"
76,海韻 Seasonic,"海韻 G12 GC-550(550W) 金牌/智慧溫控風扇/5年保, $1990 ◆ ★"
77,海韻 Seasonic,"海韻 CORE GX-650 ATX3(650W) 雙8/金牌/全模組/ATX3.1(PCIe 5.1)10年保, $2990 ◆ ★"
78,海韻 Seasonic,"海韻 CORE GX-750 ATX3(750W) 雙8/金牌/全模組/ATX3.1(PCIe 5.1)10年保, $3290 ◆ ★"
79,海韻 Seasonic,"海韻 CORE GX-850 ATX3(850W) 雙8/金牌/全模組/ATX3.1(PCIe 5.1)10年保, $3790 ◆ ★"
80,海韻 Seasonic,"海韻 CORE GX-650 ATX3(650W) 白色版 雙8/金牌/全模組/ATX3.1(PCIe 5.1)10年保, $3090 ◆ ★"
81,海韻 Seasonic,"海韻 CORE GX-750 ATX3(750W) 白色版 雙8/金牌/全模組/ATX3.1(PCIe 5.1)10年保, $3390 ◆ ★"
82,海韻 Seasonic,"海韻 FOCUS GX-550(550W) 雙8/金牌/全模組/10年保, $2490 ◆ ★"
83,海韻 Seasonic,"海韻 FOCUS GX-650(650W) 雙8/金牌/全模組/10年保, $2690 ◆ ★"
84,海韻 Seasonic,"海韻 FOCUS GX-750(750W) 雙8/金牌/全模組/10年保, $2990 ◆ ★"
85,海韻 Seasonic,"海韻 FOCUS GX-750(750W) 白色版 雙8/金牌/全模組/10年保, $3090 ◆ ★"
86,海韻 Seasonic,"海韻 FOCUS GX-850(850W) 雙8/金牌/全模組/10年保, $3490 ◆ ★"
87,海韻 Seasonic,"海韻 FOCUS GX-850(850W) 白色版 雙8/金牌/全模組/10年保, $3590 ◆ ★"
88,海韻 Seasonic,"海韻 FOCUS GX-750 ATX3(750W) 雙8/金牌/全模組/ATX3.1(PCIe 5.1)10年保, $3790 ◆ ★"
89,海韻 Seasonic,"海韻 FOCUS GX-750 ATX3(750W) 白色版 雙8/金牌/全模組/ATX3.1(PCIe 5.1)10年保, $3790 ◆ ★"
90,海韻 Seasonic,"海韻 FOCUS GX-850 ATX3(850W) 雙8/金牌/全模組/ATX3.1(PCIe 5.1)10年保, $4290 ◆ ★"
91,海韻 Seasonic,"海韻 FOCUS GX-850 ATX3(850W) 白色版 雙8/金牌/全模組/ATX3.1(PCIe 5.1)10年保, $4490↘$4290 ◆ ★"
92,海韻 Seasonic,"海韻 FOCUS GX-1000 ATX3(1000W) 雙8/金牌/全模組/ATX3.1(PCIe 5.1)10年保, $5490 ◆ ★"
93,海韻 Seasonic,"海韻 FOCUS GX-1000 ATX3(1000W) 白色版 雙8/金牌/全模組/ATX3.1(PCIe 5.1)10年保, $5790↘$5490 ◆ ★"
94,海韻 Seasonic,"海韻 PRIME PX-1600 ATX3.0(1600W) 雙8/白金/全模組/雙PCIe 5.0/12年保, $16490 ◆ ★"
95,海韻 Seasonic,"海韻 PRIME TX-1300 ATX3.0(1300W) 雙8/鈦金/全模組/PCIe 5.0/12年保, $16490 ◆ ★"
96,海韻 Seasonic,"海韻 PRIME TX-1600 ATX3.0(1600W) 雙8/鈦金/全模組/雙PCIe 5.0/12年保, $18490 ◆ ★"
97,海韻 Seasonic,"海韻 VERTEX GX-850(850W) 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/12年保, $4690↘$4490 ◆ ★"
98,海韻 Seasonic,"海韻 VERTEX GX-1000(1000W) 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/12年保, $5690 ◆ ★"
99,海韻 Seasonic,"↪ 即日起買海韻 VERTEX GX-系列電源供應器,加送海韻原廠 12V-2x6 90度 (黑色)模組線！"
100,海韻 Seasonic,"海韻 VERTEX GX-1200(1200W) 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/12年保, $6290 ◆ ★"
101,海韻 Seasonic,"海韻 VERTEX GX-1200(1200W) 白色版 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/12年保, $7190 ◆ ★"
102,海韻 Seasonic,"海韻 VERTEX PX-1000(1000W) 雙8/白金/全模組/ATX3.0(PCIe 5.0)/12年保, $6490 ◆ ★"
103,海韻 Seasonic,"海韻 VERTEX PX-1200(1200W) 雙8/白金/全模組/ATX3.0(PCIe 5.0)/12年保, $7590 ◆ ★"
104,台達 DELTA 最穩定的電源【保固憑原價屋發票/保貼】,"台達 350W/銅牌/3年保固/2年換新/GPS-350HB A, $1290 ◆ ★"
105,台達 DELTA 最穩定的電源【保固憑原價屋發票/保貼】,"台達 550W 雙8/銅牌/DC-DC/5年保固/3年換新/GPS-550GB A, $1990 ◆ ★"
106,台達 DELTA 最穩定的電源【保固憑原價屋發票/保貼】,"台達 650W 雙8/銅牌/DC-DC/5年保固/3年換新/GPS-650FB A, $2190 ◆ ★"
107,台達 DELTA 最穩定的電源【保固憑原價屋發票/保貼】,"台達 650W 雙8/金牌/全模組/DC-DC/10年保固/3年換新/GPS-650MB A, $2890 ◆ ★"
108,台達 DELTA 最穩定的電源【保固憑原價屋發票/保貼】,"台達 超實在 1100W 雙8/白金/全模組/ATX3.0(PCIe 5.0)/10年保 原價$6990！, $5390 ◆ ★ 熱賣"
109,台達 DELTA 最穩定的電源【保固憑原價屋發票/保貼】,"台達 超實在 1300W 雙8/白金/全模組/ATX3.0(PCIe 5.0)/10年保 原價$7990！, $6390 ◆ ★ 熱賣"
110,美洲獅 COUGAR 電源【偉訓30年品質保證】,"美洲獅 COUGAR VTE 400W 銅牌/主日系/DC-DC/5年保, $1290 ◆ ★"
111,美洲獅 COUGAR 電源【偉訓30年品質保證】,"美洲獅 COUGAR ATLAS 550W 銅牌/主日系/DC-DC/5年保, $1690 ◆ ★"
112,美洲獅 COUGAR 電源【偉訓30年品質保證】,"美洲獅 COUGAR ATLAS 650W 雙8/銅牌/主日系/DC-DC/5年保, $1890 ◆ ★"
113,美洲獅 COUGAR 電源【偉訓30年品質保證】,"美洲獅 COUGAR ATLAS 750W 雙8/銅牌/主日系/DC-DC/5年保 原價$2090！, $1690 ◆ ★ 熱賣"
114,美洲獅 COUGAR 電源【偉訓30年品質保證】,"美洲獅 COUGAR GEX 750W 雙8/金牌/全模組/主日系/5年保 原價$2690！, $2290 ◆ ★ 熱賣"
115,美洲獅 COUGAR 電源【偉訓30年品質保證】,"美洲獅 COUGAR GEX 850W 雙8/金牌/全模組/主日系/5年保 原價$2990！, $2590 ◆ ★ 熱賣"
116,美洲獅 COUGAR 電源【偉訓30年品質保證】,"美洲獅 COUGAR GEX X2 1000W 雙8/金牌/全模組/ATX3.0(PCIe 5.0)/全日系/10年保, $3990 ◆ ★ 熱賣"
117,美洲獅 COUGAR 電源【偉訓30年品質保證】,"美洲獅 COUGAR GLE 1000W 雙8/金牌/全模組/ATX3.1(PCIe 5.1)/全日系/10年, $4890 ◆ ★"
118,美洲獅 COUGAR 電源【偉訓30年品質保證】,"美洲獅 COUGAR POLAR X2 1050W 雙8/白金/全模組/ATX3.0(PCIe 5.0)/全日系/10年▼下殺到 5/31 21:00, $5990↘$5690 ◆ ★"
119,美洲獅 COUGAR 電源【偉訓30年品質保證】,"美洲獅 COUGAR POLAR X2 1200W 雙8/白金/全模組/ATX3.0(PCIe 5.0)/全日系/10年▼下殺到 5/31 21:00, $6990↘$6690 ◆ ★"
120,銀欣 SilverStone【原價屋售出 2年快換】,"銀欣 450W 銅牌/直出線/5年保(ET450-B), $1290 ◆ ★"
121,銀欣 SilverStone【原價屋售出 2年快換】,"銀欣 650W 雙8/銅牌/直出線/扁平線/5年保(ET650-B), $1890 ◆ ★"
122,銀欣 SilverStone【原價屋售出 2年快換】,"銀欣 750W 雙8/銅牌/直出線/扁平線/5年保(ET750-B), $2290 ◆ ★"
123,銀欣 SilverStone【原價屋售出 2年快換】,"銀欣 DA750R Gold(750W) 黑色 雙8/金牌/全模組/主日系/ATX3.0(PCIe 5.0)/5年, $3090 ◆ ★"
124,銀欣 SilverStone【原價屋售出 2年快換】,"銀欣 DA750R Gold(750W) 白色 雙8/金牌/全模組/主日系/ATX3.0(PCIe 5.0)/5年, $3190 ◆ ★"
125,銀欣 SilverStone【原價屋售出 2年快換】,"銀欣 DA850R Gold(850W) 黑色 雙8/金牌/全模組/主日系/ATX3.0(PCIe 5.0)/5年, $3390 ◆ ★"
126,銀欣 SilverStone【原價屋售出 2年快換】,"銀欣 DA850R Gold(850W) 白色 雙8/金牌/全模組/主日系/ATX3.0(PCIe 5.0)/5年, $3590 ◆ ★"
127,銀欣 SilverStone【原價屋售出 2年快換】,"銀欣 1200W 雙8/白金/全模組/14cm短機身/內含PCIe 5.0模組線/5年保(ST1200-PTS), $3690 ◆ ★ 熱賣"
128,銀欣 SilverStone【原價屋售出 2年快換】,"銀欣 HELA 850R Platinum(850W) 雙8/白金/全模組/全日系/ATX3.0(PCIe 5.0)/5年保, $5390 ◆ ★"
129,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming(首利) A550(550W) 銀牌/直出線/DC-DC/5年保, $1390 ◆ ★"
130,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming(首利) A650(650W) 雙8/銀牌/直出線/DC-DC/5年保, $1590 ◆ ★"
131,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming(首利) A750(750W) 雙8/銀牌/直出線/DC-DC/5年保, $1790 ◆ ★"
132,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming(首利) AJ-650M(650W) 雙8/金牌/全模/全日系/智慧停轉/10年保, $2790 ◆ ★"
133,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming(首利) AJ-750M(750W) 雙8/金牌/全模/全日系/智慧停轉/10年保 原價$3290, $2490 ◆ ★ 熱賣"
134,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming(首利) AJ-850M(850W) 雙8/金牌/全模/全日系/智慧停轉/10年保 原價$3790, $2690 ◆ ★ 熱賣"
135,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming(首利) STR650MW(650W) 白色/雙8/金牌/全模/全日系/10年保 原價$2990, $2390 ◆ ★"
136,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming(首利) STR750MW(750W) 白色/雙8/金牌/全模/全日系/10年保 原價$3490, $2590 ◆ ★ 熱賣"
137,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming(首利) STR850MW(850W) 白色/雙8/金牌/全模/全日系/10年保 原價$3990, $2790 ◆ ★ 熱賣"
138,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming GTR-850M(850W) 雙8/金牌/全模/ATX3.0(PCIe 5.0)/全日系/10年, $3990 ◆ ★"
139,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming GTR-850MW(850W) 白色/雙8/金牌/全模/ATX3.0(PCIe 5.0)/10年, $4190 ◆ ★"
140,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming GTR Plus-1000M(1000W) 雙8/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年, $5590 ◆ ★"
141,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming GTR Plus-1000MW(1000W) 白色/白金/全模/ATX3.1(PCIe 5.1)/全日系/10年, $5790 ◆ ★"
142,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming(首利) ODIN 1200W 雙8/白金/全模組/ATX3.0(PCIe 5.0)/全日系/10年保, $6990 ◆ ★"
143,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming(首利) ODIN 1400W 雙8/白金/全模組/ATX3.0(雙PCIe 5.0)/全日系/10年保, $8990 ◆ ★"
144,Apexgaming 美商艾湃電競 【首利 100% 原價屋售出 3年快換】,"Apexgaming(首利) ODIN 1650W 雙8/白金/全模組/ATX3.0(雙PCIe 5.0)/全日系/10年保, $14990 ◆ ★"
145,酷碼 Cooler Master,"酷碼 V SFX Platinum 1100W 雙8/白金/全模組/ATX3.0(PCIe 5.0)/10年保【SFX規格】, $7990 ◆ ★"
146,酷碼 Cooler Master,"酷碼 MWE BRONZE V2 450W 銅牌/DC-DC+LLC/5年保/2020年版, $1490 ◆ ★"
147,酷碼 Cooler Master,"酷碼 MWE BRONZE V2 550W 銅牌/DC-DC+LLC/5年保/2020年版, $1690 ◆ ★"
148,酷碼 Cooler Master,"酷碼 MWE BRONZE V2 雙8/650W 銅牌/DC-DC+LLC/5年保/2020年版, $1990 ◆ ★"
149,酷碼 Cooler Master,"酷碼 G GOLD V2 650W 雙8/金牌/直出線/ATX3.1/5年, $2090 ◆ ★"
150,酷碼 Cooler Master,"酷碼 MWE GOLD V3 750W 白色 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/5年, $2290 ◆ ★"
151,酷碼 Cooler Master,"酷碼 MWE GOLD V3 850W 白色 雙8/金牌/直出線/ATX3.1(PCIe 5.1)/5年, $2490 ◆ ★"
152,酷碼 Cooler Master,"酷碼 GX II GOLD 750W 雙8/金牌/全模組/ATX3.1(PCIe 5.1垂直線)/主日系/10年, $3190 ◆ ★"
153,酷碼 Cooler Master,"酷碼 GX II GOLD 850W 雙8/金牌/全模組/ATX3.1(PCIe 5.1垂直線)/主日系/10年, $3490 ◆ ★"
154,酷碼 Cooler Master,"酷碼 GX III GOLD 1050W 雙8/金牌/全模組/ATX3.0(PCIe 5.0垂直線)/陽極散熱塗層/10年, $4990 ◆ ★"
155,酷碼 Cooler Master,"酷碼 GX III GOLD 1250W 雙8/金牌/全模組/ATX3.0(PCIe 5.0垂直線)/陽極散熱塗層/10年, $5990 ◆ ★"
156,安鈦克 Antec 電源供應器 美國選購率第一【原價屋售出 2年快換!!】,"Antec CSK550(550W) 銅牌/靜音風扇/5年保, $1690 ◆ ★"
157,安鈦克 Antec 電源供應器 美國選購率第一【原價屋售出 2年快換!!】,"Antec CSK650(650W) 銅牌/靜音風扇/5年保, $1990 ◆ ★"
158,安鈦克 Antec 電源供應器 美國選購率第一【原價屋售出 2年快換!!】,"Antec CSK750H(750W) 雙8/銅牌/半模組/靜音風扇/5年保, $2290 ◆ ★"
159,安鈦克 Antec 電源供應器 美國選購率第一【原價屋售出 2年快換!!】,"Antec GSK 850W 雙8/金牌/全模/ATX3.1(PCIe 5.1)/智慧溫控風扇/7年保, $3690 ◆ ★"
160,安鈦克 Antec 電源供應器 美國選購率第一【原價屋售出 2年快換!!】,"Antec NE650GM(650W) 雙8/金牌/全模/全日系/智慧溫控風扇/10年保, $2490 ◆ ★"
161,安鈦克 Antec 電源供應器 美國選購率第一【原價屋售出 2年快換!!】,"Antec NE750GM(750W) 雙8/金牌/全模/全日系/智慧溫控風扇/10年保, $2990 ◆ ★"
162,安鈦克 Antec 電源供應器 美國選購率第一【原價屋售出 2年快換!!】,"Antec NE850GM(850W) 雙8/金牌/全模/全日系/智慧溫控風扇/10年保, $3290 ◆ ★"
163,安鈦克 Antec 電源供應器 美國選購率第一【原價屋售出 2年快換!!】,"Antec NE850GM(850W) 白色 雙8/金牌/全模/全日系/智慧溫控風扇/10年保, $3390 ◆ ★"
164,安鈦克 Antec 電源供應器 美國選購率第一【原價屋售出 2年快換!!】,"Antec NE850G M ATX3.0(850W) 雙8/金牌/全模/PCIe 5.0/全日系/10年保, $3990 ◆ ★"
