,label,component
288,AMD B650E & B650 / AM5腳位(DDR5),"微星 PRO B650M-P(M-ATX/LAN 2.5G/註四年)6+2+1相電源, $3490↘$3090 ◆ ★"
289,AMD B650E & B650 / AM5腳位(DDR5),"微星 PRO B650M-B(M-ATX/LAN 2.5G/註四年)6+2+1相電源 任搭優惠實施中, $3190↘$2590 ◆ ★"
290,AMD B650E & B650 / AM5腳位(DDR5),"微星 B650M GAMING WIFI(M-ATX/R2.5G+無線/2DIMM)6+2+1相, $3690 ◆ ★"
291,AMD B650E & B650 / AM5腳位(DDR5),"微星 B650M GAMING PLUS WIFI(M-ATX/LAN 2.5G+無線/註五年)10+2+1相電源, $4390↘$4290 ◆ ★"
292,AMD B650E & B650 / AM5腳位(DDR5),"微星 PRO B650M-A WIFI(M-ATX/LAN 2.5G+無線/註四年)8+1+1相電源, $3990 ◆ ★"
293,AMD B650E & B650 / AM5腳位(DDR5),"微星 MAG B650M MORTAR WIFI(M-ATX/LAN2.5G+無線/註五年)12+2+1相 獨家, $4790 ◆ ★"
294,AMD B650E & B650 / AM5腳位(DDR5),"微星 B650M PROJECT ZERO 背插(M-ATX/LAN2.5G+無線/註五年)10+2+1相, $4990 ◆ ★"
295,AMD B650E & B650 / AM5腳位(DDR5),"微星 PRO B650-S WIFI(ATX/LAN2.5G+AMD 無線/註五年)12+2+1相, $3990 ◆ ★"
296,AMD B650E & B650 / AM5腳位(DDR5),"微星 B650 GAMING PLUS WIFI(ATX/LAN2.5G+AMD 無線/註五年)12+2+1相電源, $4490 ◆ ★"
297,AMD B650E & B650 / AM5腳位(DDR5),"微星 MAG B650 TOMAHAWK WIFI(ATX/LAN2.5G+AMD 無線/註五年)14+2+1相電源, $6790↘$5990 ◆ ★"
298,AMD B650E & B650 / AM5腳位(DDR5),"微星 MPG B650 EDGE WIFI(ATX/LAN2.5G+AMD 無線/註五年)14+2+1相, $6790 ◆ ★"
299,AMD B650E & B650 / AM5腳位(DDR5),"華擎 B650M-H/M.2+ WiFi(M-ATX/LAN 1G+無線/註四年/2DIMM)6+1+1相, $3490 ◆ ★"
300,AMD B650E & B650 / AM5腳位(DDR5),"華擎 B650M Pro RS(M-ATX/LAN 2.5G/註冊四年保)8+2+1 相供電, $3990 ◆ ★"
301,AMD B650E & B650 / AM5腳位(DDR5),"華擎 B650M PG Riptide WiFi White(ATX/Dragon 2.5G+無線/註五年)12+2+1相電源, $5490 ◆ ★"
302,AMD B650E & B650 / AM5腳位(DDR5),"[任搭U] 華擎 B650M PG Riptide WiFi White(ATX/Dragon 2.5G+無線/註五年)12+2+1相, $4990 ◆ ★"
303,AMD X670E & X670 / AM5腳位(DDR5),"微星 X670E GAMING PLUS WIFI(ATX/LAN2.5G+無線/註五年)14+2+1相, $6590 ◆ ★"
304,AMD B840 / AM5腳位(DDR5),"華碩 PRIME B840M-A-CSM(M-ATX/LAN2.5G/註冊四年保)8+2+1相供電, $3490 ◆ ★ ↓任搭100↓"
305,AMD B840 / AM5腳位(DDR5),"華碩 PRIME B840M-A WIFI-CSM(M-ATX/LAN2.5G+無線/註四年)8+2+1相供電, $3990 ◆ ★ 熱賣 ↓任搭100↓"
306,AMD B840 / AM5腳位(DDR5),"華碩 PRIME B840-PLUS WIFI-CSM(ATX/LAN2.5G+無線/註四年)8+2+1相供電, $4290 ◆ ★ ↓任搭100↓"
307,AMD B840 / AM5腳位(DDR5),"微星 PRO B840-P WIFI(ATX/LAN2.5G+Wi-Fi 7/註冊四年保)7+2+1相供電, $4590 ◆ ★ ↓任搭100↓"
308,AMD B840 / AM5腳位(DDR5),"微星 B840 GAMING PLUS WIFI(ATX/LAN2.5G+Wi-Fi 7/註五年)7+2+1相供電, $4990 ◆ ★ ↓任搭100↓"
309,AMD B850 / AM5腳位(DDR5),"華碩 ROG STRIX B850-I GAMING WIFI(Mini-ITX/Intel 2.5G+Wi-Fi 7/註五年)10+2+1相, $9290 ◆ ★ ↓任搭500↓"
310,AMD B850 / AM5腳位(DDR5),"華碩 B850M AYW GAMING WIFI(M-ATX/LAN2.5G+無線/註五年)8+2+1相, $4990 ◆ ★"
311,AMD B850 / AM5腳位(DDR5),"華碩 TUF GAMING B850M-PLUS(M-ATX/LAN2.5G/註冊五年保)14+2+1相, $5490 ◆ ★ ↓任搭100↓"
312,AMD B850 / AM5腳位(DDR5),"華碩 TUF GAMING B850M-PLUS WIFI(M-ATX/LAN2.5G+無線/註五年)14+2+1相, $5990 ◆ ★ ↓任搭100↓"
313,AMD B850 / AM5腳位(DDR5),"華碩 B850 MAX GAMING WIFI W(ATX/LAN2.5G+無線/註五年/銀白)8+2+1相, $5490 ◆ ★ 熱賣 ↓任搭100↓"
314,AMD B850 / AM5腳位(DDR5),"華碩 TUF GAMING B850-E WIFI(ATX/LAN2.5G+無線/註五年)8+2+1相, $5990 ◆ ★"
315,AMD B850 / AM5腳位(DDR5),"華碩 TUF GAMING B850-PLUS WIFI(ATX/LAN2.5G+Wi-Fi 7/註五年)14+2+1相, $6490 ★ ↓任搭100↓"
316,AMD B850 / AM5腳位(DDR5),"華碩 TUF GAMING B850-BTF WIFI W背插(ATX/LAN2.5G+Wi-Fi 7/註五年/白)14+2+1相, $7990 ◆ ★ 熱賣"
317,AMD B850 / AM5腳位(DDR5),"華碩 ROG STRIX B850-A GAMING WIFI(白)(ATX/Intel 2.5G+Wi-Fi 7/註五年)14+2+1相, $7990 ◆ ★ ↓任搭500↓"
318,AMD B850 / AM5腳位(DDR5),"華碩 ROG STRIX B850-F GAMING WIFI(ATX/Intel 2.5G+Wi-Fi 7/註五年)16+2+1相, $8990 ◆ ★ ↓任搭500↓"
319,AMD B850 / AM5腳位(DDR5),"技嘉 B850M DS3H(M-ATX/LAN2.5G/註四年)8+2+2相, $4990 ◆ ★ ↓任搭100↓"
320,AMD B850 / AM5腳位(DDR5),"技嘉 B850M DS3H ICE(M-ATX/LAN2.5G/註四年/雪白)8+2+2相, $4990 ◆ ★ ↓任搭100↓"
321,AMD B850 / AM5腳位(DDR5),"技嘉 B850M GAMING X WIFI6E(M-ATX/LAN2.5G+無線/註五年)10+2+2相, $5990 ◆ ★ ↓任搭100↓"
322,AMD B850 / AM5腳位(DDR5),"技嘉 B850M AORUS ELITE WIFI6E ICE(白)(M-ATX/LAN2.5G+無線/註五年)12+2+2相, $6490 ◆ ★ ↓任搭200↓"
323,AMD B850 / AM5腳位(DDR5),"技嘉 B850 EAGLE WIFI6E(ATX/LAN 1Gbps+無線/註四年)8+2+2相, $5990 ◆ ★ ↓任搭100↓"
324,AMD B850 / AM5腳位(DDR5),"技嘉 B850 GAMING X WIFI6E(ATX/LAN2.5G+無線/註五年)12+2+2相, $6990 ◆ ★"
325,AMD B850 / AM5腳位(DDR5),"技嘉 B850 AORUS ELITE WIFI7(ATX/LAN2.5G+Wi-Fi 7/註五年)14+2+2相, $7990 ◆ ★ ↓任搭100↓"
326,AMD B850 / AM5腳位(DDR5),"技嘉 B850 AORUS ELITE WIFI7 ICE(冰魄白)(ATX/LAN2.5G+Wi-Fi 7/註五年)14+2+2相, $7990 ◆ ★ ↓任搭100↓"
327,AMD B850 / AM5腳位(DDR5),"技嘉 B850 AI TOP(ATX/2*Marvell 10GbE+Wi-Fi 7/註五年)16+2+2相, $12990 ◆ ★ ↓任搭200↓"
328,AMD B850 / AM5腳位(DDR5),"微星 MAG B850M MORTAR(M-ATX/LAN 5G/註冊五年保)12+2+1相, $6290 ◆"
329,AMD B850 / AM5腳位(DDR5),"微星 MAG B850M MORTAR WIFI(M-ATX/LAN 5G+Wi-Fi 7/註五年)12+2+1相, $6790 ◆"
330,AMD B850 / AM5腳位(DDR5),"微星 PRO B850-P WIFI(ATX/LAN5G+Wi-Fi 7/註四年)12+2+1相, $5790 ◆ ★ ↓任搭200↓"
331,AMD B850 / AM5腳位(DDR5),"微星 B850 GAMING PLUS WIFI(ATX/LAN5G+Wi-Fi 7/註五年)12+2+1相, $6290 ◆ ★ ↓任搭200↓"
332,AMD B850 / AM5腳位(DDR5),"微星 MAG B850 TOMAHAWK MAX WIFI(ATX/LAN5G+Wi-Fi 7/註五年)14+2+1相, $7990↘$7890 ◆ ★ ↓任搭200↓"
333,AMD B850 / AM5腳位(DDR5),"微星 MPG B850 EDGE TI WIFI(ATX/LAN5G+Wi-Fi 7/註五年/雪白版)14+2+1相, $8490 ◆ ★"
334,AMD B850 / AM5腳位(DDR5),"華擎 B850I LIGHTNING WIFI(Mini-ITX/Killer2.5G+無線/註五年)10+1+1相, $7890 ◆ ★ ↓任搭190↓"
335,AMD B850 / AM5腳位(DDR5),"華擎 B850M-X(M-ATX/LAN2.5G/註五年/2DIMM)6+1+1相, $3990 ◆ ★ ↓任搭100↓"
336,AMD B850 / AM5腳位(DDR5),"華擎 B850M-X WIFI(M-ATX/LAN2.5G+無線/註五年/2DIMM)6+1+1相, $4490 ◆ ★ ↓任搭100↓"
337,AMD B850 / AM5腳位(DDR5),"華擎 B850M Pro-A(M-ATX/LAN2.5G/註四年)8+2+1 相供電, $4890 ◆ ★ ↓任搭100↓"
338,AMD B850 / AM5腳位(DDR5),"華擎 B850M Pro-A WiFi(M-ATX/LAN2.5G+無線/註四年)8+2+1 相供電, $5390 ◆ ★ ↓任搭100↓"
339,AMD B850 / AM5腳位(DDR5),"[搭U價] 華擎 B850M Pro-A WiFi(M-ATX/LAN2.5G+無線/註四年)8+2+1 相供電, $4990 ◆ ★"
340,AMD B850 / AM5腳位(DDR5),"華擎 B850M Pro RS(M-ATX/LAN2.5G/註五年)8+2+1 相供電, $5590 ◆ ★ ↓任搭100↓"
341,AMD B850 / AM5腳位(DDR5),"[搭U價] 華擎 B850M Pro RS(M-ATX/LAN2.5G/註五年)8+2+1 相供電, $5190 ◆ ★"
342,AMD B850 / AM5腳位(DDR5),"華擎 B850M Pro RS WIFI(M-ATX/LAN2.5G+無線/註五年)8+2+1 相供電, $5990 ◆ ★ ↓任搭100↓"
343,AMD B850 / AM5腳位(DDR5),"華擎 B850M Steel Legend WiFi(M-ATX/LAN2.5G+Wi-Fi 7/註五年)12+2+1 相供電, $6490 ◆ ★ ↓任搭200↓"
344,AMD B850 / AM5腳位(DDR5),"[搭U價] 華擎 B850M Steel Legend WiFi(M-ATX/LAN2.5G+Wi-Fi 7/註五年)12+2+1相, $5990 ◆ ★"
345,AMD B850 / AM5腳位(DDR5),"華擎 B850M Riptide WiFi(M-ATX/LAN2.5G+Wi-Fi 7/註五年)2+2+1 相供電, $6990 ◆ ★"
346,AMD B850 / AM5腳位(DDR5),"華擎 B850 PRO-A(ATX/LAN2.5G/註五年)14+2+1相, $5990 ◆ ★ ↓任搭100↓"
347,AMD B850 / AM5腳位(DDR5),"華擎 B850 Pro RS(ATX/LAN2.5G/註五年)14+2+1相, $6490 ◆ ★"
348,AMD X870E & X870 / AM5腳位(DDR5),"NZXT N9 X870E(黑)(ATX/LAN 5Gb+Wi-Fi 7/五年換新)20+2+1相, $21990 ◆ ★ ↓任搭100↓"
349,AMD X870E & X870 / AM5腳位(DDR5),↪ [上市活動] 買 NZXT N9 X870E加送NZXT C850 ATX3.1(黑)金牌電源(市價 NT.$4290)
350,AMD X870E & X870 / AM5腳位(DDR5),"NZXT N9 X870E(白)(ATX/LAN 5Gb+Wi-Fi 7/五年換新)20+2+1相, $21990 ◆ ★ ↓任搭100↓"
351,AMD X870E & X870 / AM5腳位(DDR5),↪ [上市活動] 買 NZXT N9 X870E加送NZXT C850 ATX3.1(白)金牌電源(市價 NT.$4290)
352,AMD X870E & X870 / AM5腳位(DDR5),"華碩 ROG STRIX X870-I GAMING WIFI(Mini-ITX/Intel 2.5G+Wi-Fi 7/註五年)10+2+1相, $13990 ★ ↓任搭500↓"
353,AMD X870E & X870 / AM5腳位(DDR5),"華碩 PRIME X870-P-CSM(ATX/LAN2.5G/註四年)14+2+1相-獨家 價格一次到位!!, $6690 ◆ ★ 熱賣 ↓任搭500↓"
354,AMD X870E & X870 / AM5腳位(DDR5),"華碩 PRIME X870-P WIFI-CSM(ATX/LAN2.5G+Wi-Fi 7/註四年)14+2+1相, $7590 ◆ ★ ↓任搭500↓"
355,AMD X870E & X870 / AM5腳位(DDR5),"華碩 X870 AYW GAMING WIFI W(ATX/LAN2.5G+無線/註五年/銀白)12+2+1相, $7990 ◆ ★ 熱賣 ↓任搭500↓"
356,AMD X870E & X870 / AM5腳位(DDR5),"華碩 X870 MAX GAMING WIFI7 W(ATX/LAN2.5G+Wi-Fi 7/註五年/銀白)12+2+1相, $8490 ◆ ★ ↓任搭500↓"
357,AMD X870E & X870 / AM5腳位(DDR5),"華碩 TUF GAMING X870-PLUS WIFI(ATX/LAN2.5G+Wi-Fi 7/註五年)16+2+1相, $9990 ◆ ★ ↓任搭500↓"
358,AMD X870E & X870 / AM5腳位(DDR5),"華碩 PROART X870E-CREATOR WIFI(ATX/Marvell 10G+Intel 2.5G+Wi-Fi 7)16+2+2相, $14990 ◆ ★ ↓任搭500↓"
359,AMD X870E & X870 / AM5腳位(DDR5),"華碩 ROG STRIX X870-A GAMING WIFI(ATX/Intel 2.5G+Wi-Fi 7/註五年/白色)16+2+2相, $12990 ◆ ★ ↓任搭500↓"
360,AMD X870E & X870 / AM5腳位(DDR5),"華碩 ROG STRIX X870E-E GAMING WIFI(ATX/LAN 5G+Wi-Fi 7/註五年)18+2+2相, $16990 ◆ ★ ↓任搭500↓"
361,AMD X870E & X870 / AM5腳位(DDR5),"華碩 ROG CROSSHAIR X870E HERO(ATX/LAN 5G+Intel 2.5G+Wi-Fi 7)18+2+2相, $20990 ◆ ★ ↓任搭500↓"
362,AMD X870E & X870 / AM5腳位(DDR5),"技嘉 X870I AORUS PRO ICE(Mini-ITX/LAN 2.5G+Wi-Fi 7/註五年)8+2+1相, $10990 ◆ ★ ↓任搭190↓"
363,AMD X870E & X870 / AM5腳位(DDR5),"技嘉 X870 EAGLE WIFI7(ATX/LAN2.5G+Wi-Fi 7/註四年)14+2+2相, $7390 ◆ ★ ↓任搭100↓"
364,AMD X870E & X870 / AM5腳位(DDR5),"技嘉 X870 GAMING X WIFI7(ATX/LAN2.5G+Wi-Fi 7/註五年)16+2+2相, $9490 ◆ ★ ↓任搭100↓"
365,AMD X870E & X870 / AM5腳位(DDR5),"技嘉 X870 AORUS ELITE WIFI7(ATX/LAN2.5G+Wi-Fi 7/註五年)16+2+2相, $10490 ◆ ★ ↓任搭100↓"
366,AMD X870E & X870 / AM5腳位(DDR5),"技嘉 X870 AORUS ELITE WIFI7 ICE(ATX/LAN2.5G+Wi-Fi 7/獨家-冰魄白)16+2+2相, $10490 ◆ ★ ↓任搭100↓"
367,AMD X870E & X870 / AM5腳位(DDR5),"技嘉 X870E AORUS PRO(ATX/LAN2.5G+Wi-Fi 7/註五年)16+2+2相, $11990 ◆ ★ ↓任搭190↓"
368,AMD X870E & X870 / AM5腳位(DDR5),"技嘉 X870E AORUS PRO ICE(冰魄白)(ATX/LAN2.5G+Wi-Fi 7/註五年)16+2+2相, $12990 ◆ ★ ↓任搭190↓"
369,AMD X870E & X870 / AM5腳位(DDR5),"技嘉 X870E AORUS MASTER(ATX/LAN5G+Wi-Fi 7/註五年)16+2+2相, $20490 ◆ ★ ↓任搭390↓"
370,AMD X870E & X870 / AM5腳位(DDR5),"技嘉 X870E AORUS XTREME AI TOP(E-ATX/2*Marvell 10Gb+Wi-Fi 7/註五年)18+2+2相, $24990 ◆ ★ ↓任搭390↓"
371,AMD X870E & X870 / AM5腳位(DDR5),"微星 PRO X870-P WIFI(ATX/LAN 5G+Wi-Fi 7/註四年)14+2+1相, $8490 ◆ ★ ↓任搭500↓"
372,AMD X870E & X870 / AM5腳位(DDR5),"微星 X870 GAMING PLUS WIFI(ATX/LAN 5G+Wi-Fi 7/註五年)14+2+1相, $8690 ◆ ★ ↓任搭500↓"
373,AMD X870E & X870 / AM5腳位(DDR5),"微星 MAG X870 TOMAHAWK WIFI(ATX/LAN 5G+Wi-Fi 7/註五年)14+2+1相, $10890↘$9890 ◆ ★ ↓任搭500↓"
374,AMD X870E & X870 / AM5腳位(DDR5),"微星 MAG X870E TOMAHAWK WIFI(ATX/LAN 5G+Wi-Fi 7/註五年)14+2+1相, $11890↘$11490 ◆ ★ ↓任搭500↓"
375,AMD X870E & X870 / AM5腳位(DDR5),"微星 MPG X870E EDGE TI WIFI(ATX/銀白/LAN 5G+Wi-Fi 7/註五年)14+2+1相, $12990 ◆ ★ ↓任搭500↓"
376,AMD X870E & X870 / AM5腳位(DDR5),"微星 MPG X870E CARBON WIFI(ATX/LAN 5G+2.5G+Wi-Fi 7/註五年)18+2+1相, $14990 ◆ ★ ↓任搭500↓"
377,AMD X870E & X870 / AM5腳位(DDR5),"微星 MEG X870E GODLIKE(E-ATX/Marvell 10G+LAN 5G+Wi-Fi 7)24+2+1相, $31990 ◆ ★ ↓任搭500↓"
378,AMD X870E & X870 / AM5腳位(DDR5),"華擎 X870 Pro RS(ATX/Dragon 2.5G/註五年)14+2+1相電源 *優惠到 6/30, $6990 ◆ ★"
379,AMD X870E & X870 / AM5腳位(DDR5),"[搭U價] 華擎 X870 Pro RS(ATX/Dragon 2.5G/註五年)14+2+1相電源*優惠到 6/30, $6490 ◆ ★"
380,AMD X870E & X870 / AM5腳位(DDR5),"華擎 X870 Pro RS WiFi(ATX/Dragon 2.5G+Wi-Fi 7/註五年)14+2+1相電源*優惠到 6/30, $7990 ◆ ★"
381,AMD X870E & X870 / AM5腳位(DDR5),"[搭U價] 華擎 X870 Pro RS WiFi(ATX/Dragon 2.5G+Wi-Fi 7/註五年)14+2+1相*優惠到 6/30, $7490 ◆ ★"
382,AMD X870E & X870 / AM5腳位(DDR5),"華擎 X870 Steel Legend WiFi(ATX/Dragon 2.5G+Wi-Fi 7/註五年)14+2+1相*優惠到 6/30, $8990 ◆ ★"
383,AMD X870E & X870 / AM5腳位(DDR5),"[搭U價] 華擎 X870 Steel Legend WiFi(ATX/Dragon 2.5G+Wi-Fi 7)14+2+1相*優惠到 6/30, $8490 ◆ ★"
384,AMD X870E & X870 / AM5腳位(DDR5),"華擎 X870E Nova WiFi(ATX/LAN 5G+Wi-Fi 7/註五年)20+2+1相, $12990 ◆ ★ ↓任搭100↓"
385,AMD X870E & X870 / AM5腳位(DDR5),"華擎 X870E Taichi Lite(EATX/LAN 5G+Wi-Fi 7/註五年)24+2+1相, $14990 ◆ ★ ↓任搭190↓"
386,AMD X870E & X870 / AM5腳位(DDR5),"華擎 X870E Taichi(EATX/LAN 5G+Wi-Fi 7/註五年)24+2+1相, $17990 ◆ ★ ↓任搭290↓"
387,AMD WRX80 / Socket sWRX8(不含顯示),"華碩 Pro WS WRX80E-SAGE SE WIFI II(EEB/2*Intel 10G/無線/註四年/8DIMM), $37990 ◆ ★"
388,AMD WRX90 / Socket sTR5,"華碩 PRO WS WRX90E-SAGE SE(EEB/2*Intel 10G+LAN 1G/註四年/8DIMM), $39990 ◆ ★ ↓任搭500↓"
389,AMD WRX90 / Socket sTR5,"華擎 WRX90 WS EVO(EEB/2*Intel 10G/註五年/8DIMM)18+3+3 電源相位, $38990 ◆ ★ ↓任搭500↓"
390,AMD TRX50 / Socket sTR5,"華碩 Pro WS TRX50-SAGE WIFI(CEB/Marvell 10Gb+Intel 2.5Gb+Wi-Fi 7/註四年)36相, $29990 ◆ ★ ↓任搭290↓"
391,AMD TRX50 / Socket sTR5,"技嘉 TRX50 AERO D(CEB/Marvell 10Gb+LAN 2.5Gb+Wi-Fi 7/註五年)16+8+4相, $24990 ◆ ★ ↓任搭290↓"
392,AMD TRX50 / Socket sTR5,"華擎 TRX50 WS(E-ATX/Marvell 10Gb+LAN 2.5Gb+無線/註五年)18+3+3 電源相位, $24990 ◆ ★ ↓任搭300↓"
